,ingredients,cuisine
6910,"['breast chicken', 'coconut oil', 'onion', 'garlic', 'ginger root', 'pur?? tomato', 'ground turmer', 'cumin ground', 'garam masala', 'cayenn pepper', 'yogurt', 'salt', 'cilantro']",indian
6911,"['sugar', 'ketchup', 'mustard', 'sauc teriyaki', 'sauc worcestershir', 'water', 'liver', 'oil', 'onion']",english
6912,"['beef tenderloin', 'salt', 'ground pepper', 'butter', 'oil', 'shallot', 'mushroom', 'thyme', 'bay leaf', 'madeira', '', 'leav parsley', 'pastri', 'egg', 'water']",french
6913,"['bass', 'oil', 'salt', 'sauc', 'sauc soy', 'mirin', 'sake', 'sugar', 'rice vinegar', 'clove garlic', 'scallion', 'ginger', 'peppercorn']",japanese
6914,"['onion', 'butter', 'breast chicken halv', 'flour', 'pepper', 'salt', 'pineappl', 'avocado', 'rice']",hawaiian
6915,"['breast chicken', 'juic pineappl', 'sauc worcestershir', 'sauc soy', 'sugar']",hawaiian
6916,"['coffe', 'salt', 'pepper', 'garlic powder', 'filet mignon', 'oil', 'butter', 'onion', 'carrot', 'celeri', 'clove garlic', 'madeira', 'coffe', 'beef broth', 'mushroom', 'shallot', 'pastri shell', 'egg', 'flour', 'cream', 'rosemari', 'leaf parsley', 'thyme']",english
6917,"['spaghetti squash', 'broccoli', 'tomato', 'basil', 'pinenut', 'kalamata', 'chees parmesan', 'lemon zest', 'juic', 'shrimp', 'garlic', 'flake pepper', 'oil', 'chees']",greek
6918,"['breast chicken', 'onion', 'butter', 'garlic', 'ginger', 'curri powder', 'garam masala', 'turmer', 'salt', 'past tomato', 'coconut milk', 'yogurt', 'half', '', 'rice', 'cilantro', 'lemongrass']",indian
6919,"['yogurt', 'cilantro', 'tahini', 'juic lime', 'salt sea', '', 'onion', 'garlic', 'oil sunflow', 'coriand ground', 'lime zest', 'cumin ground', 'flake pepper', 'egg', 'pita wheat', 'tomato', 'spinach']",greek
6920,"['rice', 'chicken stock', 'tomato', 'corn', 'garlic', 'sauc', 'chicken']",mexican
6921,"['oil', 'noodl vermicelli', 'breast chicken', 'shrimp', 'scallion', 'cabbag', 'carrot', 'garlic', 'sauc soy', 'oyster sauc', 'sauc soy', 'sugar', 'ground pepper', 'oil sesam']",chinese
6922,"['oil', 'ground turkey', 'oregano', 'spinach', 'flour', 'hummu', 'onion', 'cucumb', 'cherri tomato', 'kalamata', 'chees']",greek
6923,"['breast chicken', 'salt', 'yogurt', 'garlic', 'oregano', 'ground pepper', 'juic lemon', 'oil', 'lemon', 'salt', 'pepper', 'cucumb']",greek
6924,"['bean', 'bacon', 'chicken drumstick', 'chicken thigh', 'butt pork', 'sausag', 'onion', 'carrot', 'clove garlic', 'tomato', 'leav thyme', 'salt', 'ground pepper', 'bay leav', 'wine', 'broth chicken', 'past tomato', 'bread crumb', 'garlic', 'parsley', 'butter']",french
6925,"['beef meat stew', 'carrot', 'onion', 'cabbag', 'wine', 'water', 'past tomato', 'mushroom', 'paprika', 'cream', 'egg noodl']",hungarian
6926,"['paprika', 'ground pepper', 'salt', 'sugar', 'chili', 'beef brisket', 'beer', 'cider vinegar', 'water', 'oil veget', 'sauc worcestershir', 'chili', 'barbecu sauc']",american
6927,"['chicken', 'oil', 'butter', 'paprika', 'chicken stock', 'sherri wine', 'rice', 'sausag', 'pinenut', 'raisin', 'ground pepper', 'salt', 'oliv']",cuban
6928,"['pita round', 'oil', 'orzo pasta', 'beef ground', 'oregano', 'cinnamon ground', 'onion', 'garlic', 'eggplant', 'spinach', 'sauc tomato', 'oliv', 'lemon', 'leaf parsley', 'chees']",greek
6929,"['oil', 'lemon', 'clove garlic', 'leav thyme', 'halibut', 'filet', 'oliv tapenad', 'bulb fennel', 'shallot', 'lemon thyme', 'flake pepper', 'salt', 'oliv', 'lime']",french
6930,"['tofu', 'sauc soy', 'shiitak', 'water', 'flake pepper', 'garlic', 'bean', 'bell pepper', 'corn starch', 'water', 'scallion', 'oil sesam']",chinese
6931,"['lamb leg', 'garlic', 'yogurt', 'lemon', 'oregano', 'thyme', 'sauc tzatziki', 'cucumb', 'yogurt', 'salt', 'pepper', 'oil', 'vinegar wine']",greek
6932,"['sausag', 'ham', 'water', 'onion', 'potato', 'parsley', 'pepper', 'salt']",irish
6933,"['pork shoulder', 'concentr juic', 'garlic', 'lime', 'cilantro', 'oregano', 'oil oliv', 'vinegar', 'wine', 'cumin', 'sugar', 'salt', 'bean', 'onion powder', 'sauc']",cuban
6934,"['beef tenderloin', 'canola oil', 'sauc soy', 'ground pepper', 'sauc soy', 'mirin', 'ginger', 'onion', 'clove garlic', 'lemon', 'rice vinegar', 'turbinado', 'juic lemon', 'chive']",japanese
6935,"['ragu sauc', 'basil leav', 'fettucin', 'veget']",italian
6936,"['beef ground', 'egg', 'salt', 'ground pepper', 'bread crumb', 'sauc worcestershir']",american
6937,"['breast chicken tyson', 'corn starch', 'salt', 'oil peanut', 'seed sesam', 'egg white', 'sauc soy', 'rice wine', 'garlic', 'ginger', 'chicken stock', 'honey', 'sugar', 'rice vinegar', 'oil sesam']",chinese
6938,"['yogurt', 'lemon', 'garlic', 'salt', 'coriand ground', 'ground turmer', 'cumin ground', 'pepper', 'cayenn pepper', 'chicken thigh', 'parsley']",indian
6939,"['beef ground', 'onion', 'bell pepper', 'juic tomato', 'bean kidney', 'sauc tomato', 'chunk pineappl', 'chili', 'salt']",hawaiian
6940,"['oil veget', 'onion', 'carrot', 'garlic', 'beef ground', 'thyme', 'salt', 'pepper', 'past tomato', 'beef broth sodium', 'sauc worcestershir', 'potato', 'milk', 'cheddar chees']",english
6941,"['', 'sugar', 'sake', 'mirin', 'cod']",japanese
6942,"['canola oil', 'beef rib', 'onion', 'sauc tomato', 'water', 'sugar', 'vinegar', 'salt', 'ground mustard', 'sauc worcestershir', 'paprika', 'egg noodl']",hungarian
6943,"['steak', 'corn starch', 'sauc soy', 'oil', 'egg noodl', 'cabbag', 'bean sprout', 'carrot', 'bell pepper', 'mushroom', 'bamboo shoot', 'pea snow', 'scallion', 'garlic', 'shaox wine', 'sauc soy', 'oil sesam', 'salt', 'sugar']",chinese
6944,"['sauerkraut', 'pork shoulder', 'salt', 'ground pepper', 'dijon mustard', 'beer']",german
6945,"['rice', 'ground pork', 'onion', 'salt', 'pepper', 'cabbag', 'juic tomato', 'water', 'bacon', 'flour', 'juic']",hungarian
6946,"['brat', 'oil veget', 'sauerkraut', 'onion', 'sugar', 'beer', 'bun dog', 'mustard']",german
6947,"['chop pork', 'egg white', 'buttermilk', 'crumb', 'pepper', 'salt sea', 'garlic powder', 'paprika']",german
6948,"['onion', 'chili', 'beer', 'sauc worcestershir', 'beef brisket', 'pepper', 'clove garlic', 'sugar', 'roll submarin']",american
6949,"['spaghetti wheat', 'juic lemon', 'avocado', 'oil', 'garlic', 'parsley', 'salt', 'pepper']",italian
6950,"['pork shoulder', 'adobo season', 'cumin', 'coriand ground', 'onion', 'garlic', '', 'lemon', 'lime', 'oil']",cuban
6951,"['onion', 'carrot', 'clove garlic', 'chili', 'oil', 'bean', 'bean pinto', 'salsa', 'cornmeal', 'salt', 'oregano', 'cumin ground', 'cook oil spray veget', 'mayonnais', 'bun grain', 'lettuc', 'tomato']",american
6952,"['muffin', 'bacon', 'onion', 'cheddar chees']",english
6953,"['jasmin rice', 'chicken stock', 'breast chicken', 'salt', 'thyme', 'oregano', 'onion powder', 'garlic powder', 'chees', 'cherri tomato', 'cucumb', 'halv oliv', 'leav parsley', 'lemon']",greek
6954,"['egg', 'chili', 'salt', 'pepper', 'chicken', 'gluten', 'corn starch', 'bay season', 'powder', 'canola oil']",american
6955,"['bean', 'onion', 'bell pepper', 'clove garlic', 'bay leav', 'tomato', 'water', 'oil', 'cumin ground', 'chili', 'salt', 'rice']",cuban
6956,"['onion', 'garlic', 'cumin ground', 'salt', 'ground pepper', 'margarita mix', 'butt pork', 'cilantro', 'ciabatta', 'lettuc', 'mayonnais', 'juic lime', 'clove garlic', 'cilantro']",cuban
6957,"['onion', 'oil', 'meat', 'beef ground', 'beef stock', 'bean', 'bean pinto', 'tomato', 'cilantro', 'chili', 'ancho powder', 'cumin ground', 'juic lime', 'cilantro', 'cream']",mexican
6958,"['oil', 'onion', 'garlic', 'ginger', 'tomato', 'lemon', 'pepper', '', 'spinach', 'coconut milk', 'salt', 'ginger ground', 'potato', 'cilantro', 'coconut']",indian
6959,"['chicken', 'breast chicken', 'pineappl', 'zucchini', 'squash summer', 'carrot', 'broccoli', 'onion', 'sauc teriyaki', 'sauc soy', 'rice vinegar', 'oil sesam', 'sugar', 'ginger ground', 'garlic', 'corn starch', 'water']",hawaiian
6960,"['chicken cutlet', 'chees', 'ham', 'flour', 'paprika', 'ground pepper', 'salt', 'butter', 'oil', 'vermouth', 'cream']",french
6961,"['shrimp', 'whitefish', 'mussel', 'clam', 'sazon season', 'bouillon chicken flavor mazola packet sobrecito', 'bouillon chicken flavor powder', 'tap water', 'bay island leav spice', 'corn oil', 'arborio rice', 'sofrito', 'bell pepper', 'past tomato', 'chorizo', 'fren pea', 'cilantro island spice', 'lemon wedg']",spanish
6962,"['rice', 'oil', 'onion', 'bell pepper', 'pepper', 'garlic', 'bean', 'broth', 'appl cider vinegar', 'bay leaf', 'oregano', 'cumin ground', 'corn kernel', 'cilantro', 'salt', 'pepper']",cuban
6963,"['oil veget', 'beef ground', 'onion', 'cabbag', 'salt', 'ground pepper', 'dinner roll']",german
6964,"['beef', 'clove garlic', 'thyme', 'onion', 'peppercorn', 'bay leaf', 'carrot', 'cabbag', 'potato']",irish
6965,"['sauc soy', 'mirin', 'clove garlic', 'ginger', 'sugar', 'button mushroom', 'chicken thigh', 'miso', 'oil sesam', 'scallion', 'salt', 'ground pepper', 'chili']",japanese
6966,"['shrimp', 'cream', 'oil', 'butter', 'clove garlic', 'scallion', 'pepper', 'paprika', 'turmer', 'sugar', 'salt']",indian
6967,"['fish', 'beer', 'flour', 'salt', 'cayenn pepper', 'paprika', 'garlic powder', 'pepper', 'powder', 'canola oil', 'potato', 'salt sea', 'oil']",english
6968,"['pork tenderloin', 'oil', 'ginger', 'garlic', 'sugar', 'ketchup tomato', 'sauc soy', 'salt', 'pepper', 'cumin', 'juic pineappl', 'pineappl tidbit', 'cabbag', 'carrot', 'cilantro', 'kewpi mayonnais', 'chili', 'bell pepper', 'tortilla wheat', 'lime wedg']",hawaiian
6969,"['oil veget', 'curri past', 'kaffir leav lime', 'chili', 'beef rib', 'water', 'coconut milk', 'broth chicken', 'sugar', 'fish sauc', 'juic lime', 'cilantro', 'scallion']",thai
6970,"['sauerkraut', 'oil', 'blade pork steak', 'sausag', 'onion', 'bell pepper', 'clove garlic', 'caraway seed', 'pepper', 'salt', 'beef broth', 'paprika', 'cream']",hungarian
6971,"['beef', 'mushroom', 'tofu', 'potato', 'broccoli floret', 'chestnut water', 'noodl', 'sugar', 'sauc soy', 'mirin', 'water']",japanese
6972,"['pork roast shoulder', 'onion', 'garlic', 'lime', '', 'oil veget', 'oregano', 'salt', 'pepper', 'roll slider', 'chees slice', 'onion', 'avocado', 'mustard']",cuban
6973,"['saffron thread', 'turmer', 'oil veget', 'chicken piec', 'onion', 'clove garlic', 'salt', 'ground pepper', 'rice', 'tomato', 'chicken stock', 'bell pepper', 'pea', 'pimento', 'oliv', 'pepper sauc']",spanish
6974,"['beef meat stew', 'mix onion soup', 'thyme', 'appl juic', 'salt', 'pepper', 'flour', 'carrot', 'fren pea', 'potato', 'milk', 'chees parmesan', 'butter', 'pepper']",english
6975,"['breast chicken', 'chipotl sauc', 'chees mzarella', 'dough pizza wheat', 'onion', 'past tomato', 'onion', 'flake pepper']",mexican
6976,"['walnut', 'sugar', 'chicken thigh', 'sauc soy', 'rice wine', 'corn starch', 'oil peanut', 'scallion', 'bell pepper', 'fren pea', 'hoisin sauc', 'oil sesam', 'salt', 'pepper']",chinese
6977,"['breast chicken', 'oil', 'juic lemon', 'garlic', 'salt', 'ground pepper', 'cherri', 'freekeh', 'balsamico bianco', 'honey', 'cinnamon ground', 'lemon rind', 'mint', 'leaf parsley']",moroccan
6978,"['buttermilk', 'season', 'fish', 'spray', 'butter', 'onion', 'mushroom', 'parsley', 'shrimp', 'sauc', 'broth chicken sodium', 'chees parmesan', 'rice', 'parsley sprig']",american
6979,"['chicken', 'oil', 'sauc soy', 'wine', 'chestnut', 'onion', 'clove garlic', 'scallion', 'ginger', 'onion', 'anis star', 'water', 'sauc soy', 'salt', 'oil sesam']",chinese
6980,"['dough pizza', 'oil', 'clove garlic', 'oregano', 'basil', 'thyme', 'salt', 'ground pepper', 'mzarella', 'chees', 'bell pepper', 'grape tomato', 'kalamata', 'onion', 'parsley']",greek
6981,"['beef ground', 'season taco', 'sauc taco', 'water', 'salsa', 'corn tortilla', 'jack monterey', 'lime', 'cream']",mexican
6982,"['chicken', 'marinad', 'juic lemon', 'oil', 'garlic', 'oregano', 'thyme', 'salt', 'pepper', 'lemon', 'salad', 'lettuc romain', 'veget', 'kalamata', 'chees', 'bread pita', '', 'vinegar wine', 'dijon']",greek
6983,"['breast chicken', 'oil', 'garlic', 'juic lemon', 'vinegar wine', 'oregano', 'yogurt', 'salt', 'ground pepper', 'cucumb', 'juic lemon', 'garlic', 'dill', 'dill weed', 'lemon zest', 'mint', 'salt', 'pepper', 'rice', 'cherri tomato', 'onion slice']",greek
6984,"['bacon', 'celeri', 'onion', 'corn kernel', 'salt', 'pepper', 'appl cider vinegar', 'sugar', 'pimento', 'crab lump meat', 'egg', 'mayonnais', 'dijon mustard', 'garlic', 'parsley', 'pretzel', 'seafood season', 'sauc']",american
6985,"['peanut', 'breast chicken', 'corn starch', 'sauc soy', 'oil peanut', 'peppercorn', 'chili', 'clove garlic', 'ginger root', 'scallion', 'rice']",chinese
6986,"['cumin', 'pepper', 'adobo season', 'garlic powder', 'onion powder', 'flake pepper']",cuban
6987,"['butter', 'appl', 'onion', 'coriand ground', 'cumin ground', 'cinnamon ground', 'ginger ground', 'paprika', 'ground turmer', 'salt', 'ground pepper', 'loin pork roast', 'appl juic']",moroccan
6988,"['beef meat stew', 'canola oil', 'onion', 'clove garlic', 'ketchup', 'sauc worcestershir', 'vinegar', 'sugar', 'paprika', 'salt', 'mustard', 'pepper', 'water', 'flour', 'noodl']",hungarian
6989,"['chicken', 'curri', 'rice', 'onion', 'chutney', '', 'tortilla', 'cilantro', 'chili', 'garlic', 'ginger', 'cumin', 'juic lime', 'salt', 'water']",mexican
6990,"['beef', 'flour', 'onion', 'mushroom', 'beef stock', 'beer', 'pepper', 'salt', 'dough pastri']",english
6991,"['oil', 'garlic', 'onion', 'past tomato', 'sauc tomato', 'bay leaf', 'cumin', 'oregano', 'salt', 'pepper', 'sugar', 'cotija', 'chees', 'crust pizza', 'butter', 'flour', 'enchilada sauc', 'beef broth']",cuban
6992,"['milk', 'dress ranch', 'chicken', 'pepper', 'lasagna noodl', 'cheddar chees', 'chees mzarella']",italian
6993,"['sauc soy', 'juic pineappl', 'oil veget', 'sugar', 'garlic powder', 'ginger ground', 'mustard', 'pepper', 'breast chicken', 'chunk pineappl', 'pepper', 'mushroom', 'cherri tomato', 'rice']",hawaiian
6994,"['onion', 'bell pepper', 'bean', 'date', 'raisin', 'paprika', 'cinnamon ground', 'cumin ground', 'ground turmer', 'ginger ground', 'clove ground', 'cayenn pepper', 'salt', 'breast chicken', 'broth chicken', 'cider vinegar', 'cilantro']",moroccan
6995,"['beef ground', 'bun', 'chees', 'mayonnais']",english
6996,"['butter', 'breast chicken', 'garam masala', 'paprika', 'coriand ground', 'ginger', 'chili', 'cinnamon stick', 'cardamon', 'pur?? tomato', 'coconut milk', 'juic lemon']",indian
6997,"['yeast', 'sugar', 'water', 'flour', 'salt', 'oil', 'onion', 'ground pepper', '', 'chees ricotta', 'bacon']",german
6998,"['chicken', 'oliv', 'tomato', 'chees', 'oil', 'season', 'clove garlic', 'salt', 'pepper', 'lemon', 'potato']",greek
6999,"['chicken popcorn', 'onion', 'broth chicken', 'ketchup', 'pur?? tomato', 'sauc soy', 'sugar', 'garlic', 'ginger', 'water', 'corn starch', 'cilantro']",chinese
7000,"['lamb', 'leav mint', 'onion', 'cumin', 'paprika', 'garlic', 'salt', 'pepper', 'spray', 'yogurt', 'lemon', 'chees', 'roll wheat', 'arugula', 'tomato vine']",greek
7001,"['salt', 'bean', 'broth chicken', 'water', 'bell pepper', 'onion', 'clove garlic', 'bay leav', 'rice', 'oil', 'pork salt', 'cumin ground', 'oregano', 'vinegar wine', 'scallion', 'lime wedg']",cuban
7002,"['garlic', 'onion', 'citru', 'juic lime', 'cumin ground', 'cayenn ground pepper', 'salt', 'pepper', 'oil', 'pork tenderloin', 'mustard', 'ham', 'chees', 'sandwich', 'bun', 'butter']",cuban
7003,"['steak', 'chili', 'chili', 'clove garlic', 'tomato', 'onion', 'oil', 'cumin seed', 'oregano', 'ground pepper', 'salt', 'pimenton']",mexican
7004,"['bean pinto', 'butter', 'sauc tomato', 'season taco', 'enchilada sauc', 'chees', 'flour']",mexican
7005,"['bone meat', 'oil', 'ground pepper', 'salt', 'butter', 'leek', 'carrot', 'garlic', 'mushroom', 'tarragon', 'flour', 'chicken stock', 'cream sherri', 'cream', 'fren pea', 'pastri sheet', 'egg', 'sel']",french
7006,"['beef', 'clove garlic', 'peppercorn', 'thyme', 'bay leav', '', 'beef broth', 'water', 'onion', 'parsnip', 'carrot', 'potato', 'cabbag', 'butter']",irish
7007,"['chop inch pork', 'pineappl slice', 'sauc soy', 'oil veget', 'onion', 'garlic', 'sugar']",hawaiian
7008,"['chicken leg', 'pepper', 'salt', 'garlic powder', 'fivespic powder', 'egg', 'water', 'flour', 'powder', 'pepper', 'oil peanut']",chinese
7009,"['ziti', 'sauc tomato', 'meatbal', 'chees ricotta', 'chees parmesan', 'chees mzarella']",italian
7010,"['shrimp', 'season taco', 'oil', 'lime']",mexican
7011,"['oil', 'garlic', 'bread crumb', 'chees', 'basil', 'pepper', 'breast chicken']",italian
7012,"['pepper', 'oil', 'onion', 'beef ground', 'tomato', 'bread', 'salt', 'pepper', 'ketchup', 'wine', 'cumin ground']",cuban
7013,"['potato', 'butter', 'milk', 'pepper', 'salt', 'sausag', 'onion', 'gravi mix', 'water']",english
7014,"['oil veget', 'season', 'season style', 'garlic powder', 'lemon pepper', 'breast chicken halv']",american
7015,"['rice', 'oil', 'leek', 'zucchini', 'clove garlic', 'mint', 'dill', 'egg', 'chees', 'onion', 'tomato']",greek
7016,"['beef meat stew', 'caraway seed', 'paprika', 'salt', 'ground pepper', 'onion', 'bell pepper', 'tomato', 'beef broth', 'sauc worcestershir', 'garlic', 'bay leav', 'corn starch', 'parsley']",hungarian
7017,"['sausag', 'chees', 'ground mustard stone', 'pepper', 'bun slider', 'sauc', 'garlic', 'pepper', '', 'lime', 'oil', 'basil', 'cumin', 'salt']",cuban
7018,"['butter', 'leav thyme', 'rosemari', 'lemon zest', 'salt sea', 'pepper', 'poussin', 'lemon', 'thyme', 'rosemari sprig']",american
7019,"['breast chicken', 'onion', 'season', 'salt', 'pepper', 'bread pocket', 'lettuc romain', 'grape tomato', 'kalamata', 'feta']",greek
7020,"['food mayonnais', 'salsa', 'flour', 'oil veget', 'breast chicken halv', 'bell pepper', 'onion']",mexican
7021,"['salsa', 'oil', 'onion', 'clove garlic', 'cumin ground', 'flour', 'chicken stock', 'cilantro', 'breast chicken', 'salt', 'ground pepper', 'flour', 'jack monterey', 'cream', 'tomato']",mexican
7022,"['butter', 'onion', 'salt sea', 'beef ground', 'ground pepper', 'balsam vinegar', 'chees mzarella', 'parsley']",french
7023,"['beef ground', 'cabbag', 'egg', 'onion', 'parsley', '', 'caraway seed', 'salt', 'pepper', 'lard', 'stock']",german
7024,"['chicken thigh', 'oil veget', 'chili', 'cumin seed', 'clove garlic', 'salt', 'tomato', 'turmer', 'yogurt', 'onion', 'pepper', 'pepper', 'tomato', 'garam masala']",indian
7025,"['oil', 'beef', 'onion', 'garlic', 'paprika', 'past tomato', 'beef stock', 'salt', 'ground pepper']",hungarian
7026,"['cranberri', '', 'allspic ground', 'sugar', 'thyme', 'sage', 'parsley', 'grapese oil', 'pepper', 'salt', 'breast turkey', 'chicken stock', 'flour', 'thyme', 'sage', 'butter', 'pea', 'ground pepper', 'cream', 'chees parmesan', 'potato', 'chive']",english
7027,"['tomato', 'chicken', 'oil', 'onion', 'clove garlic', 'bell pepper', 'chili', 'plum tomato', 'flour', 'cheddar chees', 'chicken', 'salsa', 'cream']",mexican
7028,"['breast chicken', 'clove garlic', 'onion', 'oil', 'oregano', 'cumin ground', 'bay leaf', 'pepper', 'salt', 'juic lime', 'water', 'sherri wine', 'vinegar', 'parsley']",cuban
7029,"['beef', 'carrot', 'capsicum', 'onion', 'garlic', 'tomato', 'past tomato', 'paprika', 'bay leav', 'caraway seed', 'ground pepper', 'salt sea', 'stevia', 'beef stock']",hungarian
7030,"['steak', 'chunk pineappl', 'sauc soy', 'sugar', 'clove garlic', 'onion', 'oil sesam', 'ginger']",hawaiian
7031,"['fish', 'glaze', 'cucumb hothous', 'daikon', 'onion', 'mirin', 'rice vinegar', 'sugar', 'sauc soy', 'sauc']",japanese
7032,"['crepe', 'oil', 'onion', 'parsley', 'salt', 'paprika', 'pepper', 'sirloin steak', 'mushroom', 'cream']",hungarian
7033,"['crust pizza', 'apricot', 'brat', 'onion', 'sauerkraut', 'chees jack monterey']",german
7034,"['flour', 'chicken', 'chees jack monterey', 'butter', 'flour', 'broth chicken', 'cream', 'chili']",mexican
7035,"['beef ground', 'oil sesam', 'panko', 'ginger ground', 'egg', 'garlic', 'onion', 'seed sesam', 'hoisin sauc', 'rice vinegar', 'sauc soy']",chinese
7036,"['tofu', 'chicken stock', 'sauc soy', 'sauc soy', 'shaox wine', 'oil sesam', 'sugar', 'oil veget', 'garlic', 'broccoli', 'corn starch']",chinese
7037,"['chicken thigh', 'juic pineappl', 'amino coconut', 'honey', 'ketchup', 'chicken stock', 'ginger', 'clove garlic', 'salt sea', 'ground pepper']",hawaiian
7038,"['pineappl', 'bread crumb', 'onion', 'pepper', 'sauc soy', 'salt', 'breast ground turkey', 'sauc teriyaki']",hawaiian
7039,"['quinoa', 'veggi', 'chicken', 'breast chicken', 'bell pepper', 'zucchini', 'eggplant', 'cherri tomato', 'oil', 'juic lemon', 'clove garlic', 'oregano', 'grain salt', 'yogurt', 'cucumb', 'mint', 'chees']",greek
7040,"['breast chicken halv', 'egg', 'breadcrumb', 'prosciutto', 'marinara premium sauc vineyard wine', 'chees mzarella', 'cook spaghetti']",italian
7041,"['spaghetti', 'oil', 'bread crumb', 'clove garlic', 'oregano', 'leaf parsley', 'chees parmesan', 'lemon wedg']",italian
7042,"['oil', 'sausag', 'onion', 'garlic', 'flake pepper', 'tomato', 'wine', 'shrimp', 'fish', 'linguin', 'ground pepper', 'salt', 'parsley', 'mint']",portuguese
7043,"['drumstick duck', 'salt', 'pepper', 'oil', 'carrot', 'bulb fennel', 'leek', 'shallot', 'appl cider', 'sprig thyme', 'bay leav', 'sprig tarragon', 'pancetta', 'baton', 'onion pearl', 'mushroom', 'appl cider vinegar', 'honey']",french
7044,"['beef ground', 'crumb', 'egg', 'onion', 'salt', 'milk', 'corn starch', 'sugar', 'vinegar', 'ketchup', 'water', 'sauc soy', 'cherri cocktail', 'chunk pineappl']",hawaiian
7045,"['flour', 'salt tabl', 'butter', 'water', 'onion', 'oil', 'sugar', 'beef', 'cognac', 'ground pepper', 'chees', 'egg', 'cream']",french
7046,"['turkey', 'sage', 'sprig thyme', 'rosemari', 'onion', 'carrot', 'celeri rib', 'lemon', 'broth chicken', 'butter', 'butter', 'sage', 'leav thyme', 'parsley', 'garlic', 'salt sea', 'pepper']",american
7047,"['gold potato', 'salt', 'whitefish', 'flour', 'egg', 'cornflak']",english
7048,"['onion', 'lard', 'beef broth', 'beef meat stew', 'potato', 'paprika', 'sauc tomato', 'salt', 'caraway seed', 'pepper', 'leav thyme', 'noodl']",hungarian
7049,"['dough', 'pesto', 'chicken', 'artichok', 'chees mzarella', 'oil']",italian
7050,"['bean', 'salsa', 'mix season taco', 'flour', 'rice', 'cheddar chees']",mexican
7051,"['bean', 'cilantro', 'breast chicken', 'butter', 'juic', 'juic lime', 'juic lemon', 'clove garlic', 'salt', 'vinegar', 'pepper', 'cumin', 'oil', 'clove garlic', 'cumin ground', 'ground pepper', 'oil peanut', 'plantain']",cuban
7052,"['yogurt', 'cucumb', 'onion', 'dillwe', 'juic lemon', 'ground turkey', 'chees', 'salt', 'pepper', 'garlic', 'bun hamburg wheat', 'tomato']",greek
7053,"['flour', 'oil', 'chicken', 'juic tomato', 'mushroom', 'celeri', 'onion', 'pimento', 'paprika', 'pepper', 'salt', 'parsley', 'cream']",hungarian
7054,"['chicken', 'thyme', 'butter', 'oil', 'shallot', 'garlic', 'mushroom', 'appl smith', 'appl brandi', '', 'salt', 'pepper']",french
7055,"['chicken', 'yogurt', 'chili', 'turmer', 'ginger', 'garlic', 'coriand powder', 'pepper', 'juic lime', 'salt', 'fennel seed', 'peppercorn', 'cumin seed', 'fenugreek seed', 'cinnamon', 'clove', 'clove', 'coriand seed', 'chili', 'pulp tamarind', 'jaggeri', 'ghee', 'curri leaf']",indian
7056,"['potato', 'egg', 'flour', 'leaf parsley', 'bread crumb', 'ground pepper', 'salt', 'oil veget', 'beef ground', 'onion', 'bell pepper', 'clove garlic', 'pimento', 'raisin', 'caper', 'past tomato', 'oregano', 'cumin ground', 'allspic ground', 'oil', 'sherri vinegar wine']",cuban
7057,"['salt', 'ground pepper', 'water', 'kasha', 'oil', 'oliv', 'garlic', 'cumin seed', 'coriand seed', 'halibut steak', 'lemon slice', 'cilantro']",french
7058,"['meat', 'sauc soy', 'wine', 'sugar', 'pepper', 'ginger ground', 'cilantro', 'egg noodl', 'bean sprout', 'veget', 'onion', 'oil veget']",chinese
7059,"['yogurt', 'chees parmesan', 'dijon mustard', 'juic lemon', 'ground pepper', 'salt', 'sauc worcestershir', 'clove garlic', 'fish', 'spray', 'lettuc romain']",american
7060,"['beef ground', 'yogurt', 'thyme', 'salt', 'pepper', 'chees']",greek
7061,"['oil sesam', 'garlic', 'carrot', 'egg', 'fren pea', 'rice', 'sauc soy', 'chicken']",chinese
7062,"['pepper', 'steak tuna', 'salt', 'pepper', 'juic lemon', 'dijon mustard', 'oil', 'caper', 'leaf parsley']",american
7063,"['eggplant', 'salt', 'spray', 'oil', 'bell pepper', 'past tomato', 'paprika', 'cumin ground', 'clove garlic', 'tomato', 'ground pepper', 'juic lemon']",moroccan
7064,"['cauliflow', 'season', 'garlic powder', 'onion powder', 'salt', 'pepper', 'egg', 'ham', 'pineappl', 'chees mzarella', 'marinara sauc']",hawaiian
7065,"['sauc soy', 'chili', 'butter peanut', 'rice vinegar', 'curri past', 'fish sauc', 'ginger', 'garlic', 'lime', 'chicken', 'bell pepper', 'carrot', 'edamam', 'basil', 'pineappl', 'beef']",thai
7066,"['chicken thigh', 'flour', 'marmalad', 'barbecu sauc', 'sauc soy', 'ginger root']",chinese
7067,"['loin pork', 'pineappl ring', 'barbecu sauc', 'bell pepper', 'chili', 'garlic', 'onion', 'onion', 'salt', 'ground pepper']",hawaiian
7068,"['pea split', 'onion', 'clove garlic', 'turmer', 'cumin seed', 'mustard seed', 'oil veget', 'water', 'coconut milk', 'carrot', 'tomato', 'pepper', 'salt', 'ginger syrup']",indian
7069,"['beef ground', 'onion', 'garlic', 'oregano', 'cumin ground', 'chili', 'salsa', 'chees parmesan', 'flour', 'cheddar chees', 'onion', 'cream', 'salsa', 'avocado']",mexican
7070,"['spaghetti', 'oil', 'pepper', 'chees pecorino romano']",italian
